[    0s] Using BUILD_ROOT=/var/cache/obs/worker/root_3/.mount
[    0s] Using BUILD_ARCH=riscv64
[    0s] Doing qemu build in /var/cache/obs/worker/root_3/root
[    0s] 
[    1s] 
[    1s] oerv-obs-worker-02 started "build _service:tar_scm:zookeeper.spec" at Thu Mar 23 16:19:19 UTC 2023.
[    1s] 
[    1s] Building zookeeper for project 'openEuler:23.03' repository '23.03' arch 'riscv64' srcmd5 '69a5d2b0b1c21e99795b915a22aa370b'
[    1s] 
[    1s] processing recipe /var/cache/obs/worker/root_3/.build-srcdir/_service:tar_scm:zookeeper.spec ...
[    1s] running changelog2spec --target rpm --file /var/cache/obs/worker/root_3/.build-srcdir/_service:tar_scm:zookeeper.spec
[    1s] init_buildsystem --configdir /var/run/obs/worker/3/build/configs --cachedir /var/cache/build --prepare --clean --rpmlist /var/cache/obs/worker/root_3/.build.rpmlist /var/cache/obs/worker/root_3/.build-srcdir/_service:tar_scm:zookeeper.spec build ...
[    2s] cycle: coreutils -> bash
[    2s]   breaking dependency coreutils -> bash
[    2s] cycle: coreutils -> info
[    2s]   breaking dependency coreutils -> info
[    2s] cycle: filesystem -> coreutils -> glibc
[    2s]   breaking dependency filesystem -> coreutils
[    2s] cycle: filesystem -> bash -> coreutils -> glibc
[    2s]   breaking dependency filesystem -> bash
[    2s] cycle: coreutils -> libcap
[    2s]   breaking dependency coreutils -> libcap
[    2s] cycle: coreutils -> openssl-libs
[    2s]   breaking dependency coreutils -> openssl-libs
[    2s] cycle: systemd -> audit
[    2s]   breaking dependency audit -> systemd
[    2s] cycle: perl-Carp -> perl-libs
[    2s]   breaking dependency perl-libs -> perl-Carp
[    2s] cycle: perl-libs -> perl-Exporter
[    2s]   breaking dependency perl-libs -> perl-Exporter
[    2s] cycle: perl-Carp -> perl-Exporter
[    2s]   breaking dependency perl-Exporter -> perl-Carp
[    2s] cycle: nss-util -> nss
[    2s]   breaking dependency nss -> nss-util
[    2s] cycle: nss-softokn -> nss-util -> nss
[    2s]   breaking dependency nss -> nss-softokn
[    2s] cycle: perl-constant -> perl -> perl-Getopt-Long
[    2s]   breaking dependency perl -> perl-Getopt-Long
[    2s] cycle: perl-constant -> perl
[    2s]   breaking dependency perl -> perl-constant
[    2s] cycle: perl -> perl-Data-Dumper
[    2s]   breaking dependency perl-Data-Dumper -> perl
[    2s] cycle: perl-constant -> perl -> perl-Data-Dumper
[    2s]   breaking dependency perl -> perl-Data-Dumper
[    2s] cycle: rpm -> rpm-libs
[    2s]   breaking dependency rpm -> rpm-libs
[    2s] [1/114] preinstalling avahi-devel...
[    2s] [2/114] preinstalling kernel-headers...
[    2s] [3/114] preinstalling libraqm-devel...
[    2s] [4/114] preinstalling pulseaudio-libs-devel...
[    2s] [5/114] preinstalling python3-setuptools...
[    3s] [6/114] preinstalling python3-pip...
[    3s] [7/114] preinstalling filesystem...
[    3s] [8/114] preinstalling dbus...
[    3s] [9/114] preinstalling glibc...
[    3s] [10/114] preinstalling libgcc...
[    3s] [11/114] preinstalling diffutils...
[    4s] [12/114] preinstalling libatomic...
[    4s] [13/114] preinstalling libcap-ng...
[    4s] [14/114] preinstalling libffi...
[    4s] [15/114] preinstalling libgpg-error...
[    4s] [16/114] preinstalling libpcap...
[    4s] [17/114] preinstalling libsmartcols...
[    4s] [18/114] preinstalling libuuid...
[    4s] [19/114] preinstalling libxcrypt...
[    4s] [20/114] preinstalling lz4...
[    4s] [21/114] preinstalling m4...
[    4s] [22/114] preinstalling nspr...
[    4s] [23/114] preinstalling xz-libs...
[    5s] [24/114] preinstalling attr...
[    5s] [25/114] preinstalling libdb...
[    5s] [26/114] preinstalling ncurses-libs...
[    5s] [27/114] preinstalling zlib...
[    5s] [28/114] preinstalling audit-libs...
[    5s] [29/114] preinstalling compat-openssl11-libs...
[    5s] [30/114] preinstalling iptables-libs...
[    6s] [31/114] preinstalling libacl...
[    6s] [32/114] preinstalling libffi-devel...
[    6s] [33/114] preinstalling libgcrypt...
[    6s] [34/114] preinstalling p11-kit...
[    6s] [35/114] preinstalling python3-ldb...
[    6s] [36/114] preinstalling readline...
[    6s] [37/114] preinstalling cmake...
[    7s] [38/114] preinstalling ncurses...
[    7s] [39/114] preinstalling perl-libs...
[    8s] [40/114] preinstalling python3-libxml2...
[    8s] [41/114] preinstalling zstd...
[    8s] [42/114] preinstalling python3-ldb-devel...
[    8s] [43/114] preinstalling perl-Exporter...
[    8s] [44/114] preinstalling pcre...
[    8s] [45/114] preinstalling pcre2...
[    8s] [46/114] preinstalling acl...
[    8s] [47/114] preinstalling sqlite...
[    8s] [48/114] preinstalling libselinux...
[    9s] [49/114] preinstalling perl-Carp...
[    9s] [50/114] preinstalling perl-Digest-MD5...
[    9s] [51/114] preinstalling sed...
[    9s] [52/114] preinstalling coreutils...
[    9s] [53/114] preinstalling openssl-libs...
[   10s] [54/114] preinstalling bash...
[   10s] [55/114] preinstalling iproute...
[   10s] [56/114] preinstalling dnf...
[   10s] [57/114] preinstalling guile-devel...
[   10s] [58/114] preinstalling ima-evm-utils-libs...
[   10s] [59/114] preinstalling bzip2...
[   10s] [60/114] preinstalling hostname...
[   10s] [61/114] preinstalling luajit...
